state,post_code,NMI_Bus_res,Sum of Num_DER_Connections,Sum of Installed_DER_capacity_kVA,Sum of Solar_Connections,Sum of Solar_capacity_kVA,Sum of Battery_Connections,Sum of Battery_capacity_kVA,Sum of Battery_Storage_kVAh,Sum of Num_Other_Connections,Sum of Installed_OtherDER_capacity_kVA
SA,5085,,20,196.9,20,111.9,9,85.0,105.9,0,0.0
SA,5085,BUSINESS,67,1183.7,65,1173.7,2,10.0,28.0,0,0.0
SA,5085,RESIDENTIAL,4160,18197.869,4041,17344.069,165,853.9,1983.3,0,0.0
SA,5086,,10,73.2,10,63.2,1,10.0,11.6,0,0.0
SA,5086,BUSINESS,96,1178.72,96,1178.72,0,0.0,0.0,0,0.0
SA,5086,RESIDENTIAL,3073,14257.42,2906,13040.62,232,1217.1,2986.2,0,0.0
SA,5087,BUSINESS,81,1489.1,81,1489.1,0,0.0,0.0,0,0.0
SA,5087,RESIDENTIAL,1917,9043.28,1853,8506.48,92,536.8,1157.5,0,0.0
SA,5088,BUSINESS,83,1352.8,83,1343.6,1,9.2,11.4,0,0.0
SA,5088,RESIDENTIAL,605,2831.42,578,2609.52,38,221.9,500.5,0,0.0
SA,5089,RESIDENTIAL,1279,6199.399,1240,5836.399,68,363.0,865.0,0,0.0
SA,5090,BUSINESS,16,271.4,16,271.4,0,0.0,0.0,0,0.0
SA,5090,RESIDENTIAL,1545,6105.71,1508,5825.41,49,280.4,598.8,0,0.0
SA,5091,BUSINESS,28,508.4,28,498.4,1,10.0,5.1,0,0.0
SA,5091,RESIDENTIAL,1440,6457.06,1392,6064.06,74,393.2,900.2,0,0.0
SA,5092,BUSINESS,67,1138.6,67,1138.6,0,0.0,0.0,0,0.0
SA,5092,RESIDENTIAL,3384,14104.15,3282,13287.25,150,816.7,1851.3,0,0.0
SA,5093,BUSINESS,21,302.6,20,297.6,1,5.0,14.0,0,0.0
SA,5093,RESIDENTIAL,1738,6978.18,1705,6617.18,65,360.9,780.4,0,0.0
SA,5094,RESIDENTIAL,171,684.8,167,664.8,4,20.0,48.6,0,0.0
SA,5094,BUSINESS,181,7407.0,181,7407.0,0,0.0,0.0,0,0.0
SA,5095,BUSINESS,190,6869.186,189,6841.186,2,28.0,49.0,0,0.0
SA,5095,RESIDENTIAL,3490,15976.333,3373,14932.433,192,1043.9,2420.3,0,0.0
SA,5096,BUSINESS,85,1127.17,85,1127.17,0,0.0,0.0,0,0.0
SA,5096,RESIDENTIAL,2595,11606.17,2511,10942.47,117,663.7,1423.1,0,0.0
SA,5097,BUSINESS,59,802.7,59,802.7,0,0.0,0.0,0,0.0
SA,5097,RESIDENTIAL,2548,10720.14,2478,10131.74,102,588.3,1271.8,0,0.0
SA,5098,BUSINESS,20,387.4,20,382.5,1,4.9,10.3,0,0.0
SA,5098,RESIDENTIAL,2582,10357.91,2514,9792.11,105,565.8,1349.9,0,0.0
SA,5106,BUSINESS,79,2236.2,78,2225.4,2,10.8,28.0,0,0.0
SA,5107,BUSINESS,73,1332.53,73,1332.53,0,0.0,0.0,0,0.0
SA,5107,RESIDENTIAL,3322,15095.49,3221,14090.49,180,1005.1,2291.6,0,0.0
SA,5108,BUSINESS,166,2455.19,166,2455.19,0,0.0,0.0,0,0.0
SA,5108,RESIDENTIAL,6927,30598.598,6703,28452.098,393,2146.4,4904.1,0,0.0
SA,5109,BUSINESS,95,1523.18,94,1508.18,1,15.0,42.0,0,0.0
SA,5109,RESIDENTIAL,3789,15910.32,3689,15002.82,168,907.7,2122.6,0,0.0
SA,5110,BUSINESS,174,3343.8,174,3338.8,1,5.0,14.0,0,0.0
SA,5110,RESIDENTIAL,1602,7927.74,1557,7458.74,80,469.1,988.7,0,0.0
SA,5111,BUSINESS,28,1010.2,28,1010.2,0,0.0,0.0,0,0.0
SA,5112,BUSINESS,95,8025.1,94,8020.1,1,5.0,26.7,0,0.0
SA,5112,RESIDENTIAL,2902,12522.61,2823,11799.91,132,722.6,1538.0,0,0.0
SA,5113,BUSINESS,102,2656.1,102,2656.1,0,0.0,0.0,0,0.0
SA,5113,RESIDENTIAL,2575,11148.761,2483,10311.361,155,837.4,1898.4,0,0.0
SA,5114,,13,139.2,13,109.3,3,30.0,34.8,0,0.0
SA,5114,BUSINESS,90,2014.6,90,2014.6,0,0.0,0.0,0,0.0
SA,5114,RESIDENTIAL,6471,30542.74,6264,28630.14,352,1912.7,4329.3,0,0.0
SA,5115,,25,210.6,24,155.6,6,55.0,72.0,0,0.0
SA,5115,BUSINESS,28,530.5,28,525.5,1,5.0,14.0,0,0.0
SA,5115,RESIDENTIAL,1819,9643.24,1738,8908.14,137,734.9,1750.6,0,0.0
SA,5116,BUSINESS,38,611.3,38,611.3,0,0.0,0.0,0,0.0
SA,5116,RESIDENTIAL,1963,8860.839,1907,8401.339,88,459.5,1058.1,0,0.0
SA,5117,,19,224.9,19,134.9,9,90.0,104.4,0,0.0
SA,5117,BUSINESS,23,330.6,23,330.6,0,0.0,0.0,0,0.0
SA,5117,RESIDENTIAL,996,5936.81,961,5647.11,49,289.7,644.2,0,0.0
SA,5118,BUSINESS,191,3181.154,191,3176.154,1,5.0,14.0,0,0.0
SA,5118,RESIDENTIAL,4004,19417.58,3887,18356.68,186,1060.8,2363.7,0,0.0
SA,5120,BUSINESS,141,3655.4,141,3655.4,0,0.0,0.0,0,0.0
SA,5120,RESIDENTIAL,593,3943.8,574,3775.4,29,168.4,383.2,0,0.0
SA,5121,,11,96.0,11,71.0,3,25.0,29.7,0,0.0
SA,5121,BUSINESS,62,1168.7,62,1163.7,1,5.0,9.8,0,0.0
SA,5121,RESIDENTIAL,588,3245.799,571,3125.199,24,120.6,297.4,0,0.0
SA,5125,BUSINESS,95,2529.2,95,2524.6,1,4.6,10.3,0,0.0
SA,5125,RESIDENTIAL,4090,19456.82,3854,17620.22,342,1836.8,4527.2,0,0.0
SA,5126,BUSINESS,13,370.6,13,370.6,0,0.0,0.0,0,0.0
SA,5126,RESIDENTIAL,1345,6073.91,1307,5739.51,62,334.4,758.9,0,0.0
SA,5127,BUSINESS,16,177.6,16,177.6,0,0.0,0.0,0,0.0
SA,5127,RESIDENTIAL,1562,6529.33,1510,6016.43,96,513.0,1209.0,0,0.0
SA,5131,BUSINESS,17,171.0,17,166.4,1,4.6,13.3,0,0.0
SA,5131,RESIDENTIAL,242,1391.8,235,1323.4,13,68.4,166.2,0,0.0
SA,5132,BUSINESS,17,366.3,17,366.3,0,0.0,0.0,0,0.0
SA,5132,RESIDENTIAL,99,599.0,96,558.4,5,40.6,63.9,0,0.0
SA,5133,RESIDENTIAL,91,516.59,89,500.69,3,16.0,33.6,0,0.0
SA,5134,RESIDENTIAL,87,439.46,82,413.16,6,26.3,69.0,0,0.0
SA,5136,RESIDENTIAL,110,585.08,102,527.58,12,57.6,157.2,0,0.0
SA,5137,BUSINESS,17,294.8,17,294.8,0,0.0,0.0,0,0.0
SA,5137,RESIDENTIAL,134,873.8,129,772.9,11,101.0,138.2,0,0.0
SA,5138,BUSINESS,14,178.2,14,178.2,0,0.0,0.0,0,0.0
SA,5138,RESIDENTIAL,74,442.3,70,418.1,5,24.3,52.7,0,0.0
SA,5139,BUSINESS,18,506.5,18,506.5,0,0.0,0.0,0,0.0
SA,5139,RESIDENTIAL,69,428.24,65,389.04,7,39.2,102.8,0,0.0
SA,5140,RESIDENTIAL,107,566.0,103,513.6,7,52.4,103.3,0,0.0
SA,5141,BUSINESS,10,60.45,9,55.45,1,5.0,14.0,0,0.0
SA,5141,RESIDENTIAL,176,942.01,166,861.41,15,80.6,177.7,0,0.0
SA,5142,BUSINESS,20,479.7,20,474.7,1,5.0,13.1,0,0.0
SA,5142,RESIDENTIAL,129,723.8,124,658.2,10,65.6,138.9,0,0.0
SA,5144,BUSINESS,10,187.8,10,187.8,0,0.0,0.0,0,0.0
SA,5144,RESIDENTIAL,82,479.58,77,440.78,7,38.8,86.2,0,0.0
SA,5150,RESIDENTIAL,20,134.7,19,109.7,2,25.0,70.0,0,0.0
SA,5151,RESIDENTIAL,82,459.02,75,425.72,7,33.3,93.3,0,0.0
SA,5152,BUSINESS,47,640.7,46,635.7,1,5.0,14.0,0,0.0
SA,5152,RESIDENTIAL,1065,6107.405,981,5372.205,122,735.4,1560.4,0,0.0
SA,5153,BUSINESS,132,1877.0,131,1872.0,1,5.0,14.0,0,0.0
SA,5153,RESIDENTIAL,1651,9516.01,1578,8851.41,111,664.8,1378.5,0,0.0
SA,5154,BUSINESS,23,216.9,23,216.9,0,0.0,0.0,0,0.0
SA,5154,RESIDENTIAL,556,3215.65,528,2954.85,45,260.8,592.0,0,0.0
SA,5155,BUSINESS,10,158.5,10,158.5,0,0.0,0.0,0,0.0
SA,5155,RESIDENTIAL,716,3629.08,686,3360.98,48,268.1,604.5,0,0.0
SA,5156,RESIDENTIAL,175,832.72,168,789.12,8,43.6,108.4,0,0.0
SA,5157,BUSINESS,64,633.9,63,628.9,1,5.0,14.0,0,0.0
SA,5157,RESIDENTIAL,750,3941.04,721,3638.54,45,302.4,588.6,0,0.0
SA,5158,BUSINESS,46,532.2,46,532.2,0,0.0,0.0,0,0.0
SA,5158,RESIDENTIAL,5382,22659.18,5243,21560.89,211,1094.7,2596.6,0,0.0
SA,5159,BUSINESS,71,1265.0,70,1105.0,3,160.0,99.0,0,0.0
SA,5159,RESIDENTIAL,6794,29135.929,6585,27475.139,310,1656.9,3846.0,0,0.0
SA,5160,BUSINESS,320,5463.98,320,5419.38,2,44.6,21.9,0,0.0
SA,5161,BUSINESS,41,686.08,40,681.08,1,5.0,14.0,0,0.0
SA,5161,RESIDENTIAL,2080,8031.83,2036,7655.33,70,376.6,866.1,0,0.0
SA,5162,BUSINESS,150,2544.37,149,2539.37,1,5.0,9.8,0,0.0
SA,5162,RESIDENTIAL,6945,28455.42,6754,26640.62,339,1815.1,4282.2,0,0.0
SA,5163,,17,142.2,17,112.2,3,30.0,34.8,0,0.0
SA,5163,BUSINESS,68,691.5,68,682.3,1,9.2,20.6,0,0.0
SA,5163,RESIDENTIAL,2967,13040.86,2879,12009.06,176,1031.8,2295.6,0,0.0
SA,5164,BUSINESS,18,176.7,18,176.7,0,0.0,0.0,0,0.0
SA,5164,RESIDENTIAL,851,3464.75,823,3082.65,76,382.1,998.7,0,0.0
SA,5165,BUSINESS,37,1570.9,37,1570.9,0,0.0,0.0,0,0.0
SA,5165,RESIDENTIAL,813,3375.74,796,3183.04,29,192.7,361.8,0,0.0
SA,5166,BUSINESS,10,128.1,10,128.1,0,0.0,0.0,0,0.0
SA,5166,RESIDENTIAL,362,1362.62,358,1325.12,8,37.5,101.0,0,0.0
SA,5167,BUSINESS,25,303.3,25,303.3,0,0.0,0.0,0,0.0
SA,5167,RESIDENTIAL,1225,5190.48,1204,4897.28,51,293.3,612.4,0,0.0
SA,5168,BUSINESS,38,2219.7,38,2219.7,0,0.0,0.0,0,0.0
SA,5168,RESIDENTIAL,1244,5385.02,1185,4879.42,94,505.8,1207.1,0,0.0
SA,5169,,22,221.0,22,141.8,8,79.2,101.8,0,0.0
SA,5169,BUSINESS,72,1231.4,72,1231.4,0,0.0,0.0,0,0.0
SA,5169,RESIDENTIAL,3935,18337.68,3772,17077.88,245,1259.8,3064.6,0,0.0
SA,5170,RESIDENTIAL,306,1338.65,297,1289.45,10,49.2,133.6,0,0.0
SA,5171,BUSINESS,170,2883.9,168,2873.9,2,10.0,28.0,0,0.0
SA,5171,RESIDENTIAL,1614,7509.54,1563,7056.34,83,453.2,1111.0,0,0.0
SA,5172,BUSINESS,115,1216.7,114,1196.3,4,20.4,52.3,0,0.0
SA,5172,RESIDENTIAL,1128,5525.6,1083,5034.9,76,490.7,1018.2,0,0.0
SA,5173,BUSINESS,62,937.65,62,937.65,0,0.0,0.0,0,0.0
SA,5173,RESIDENTIAL,3088,12626.59,2906,11920.79,222,705.8,2549.4,0,0.0
SA,5174,BUSINESS,23,206.7,23,206.7,0,0.0,0.0,0,0.0
SA,5174,RESIDENTIAL,805,3789.106,775,3550.106,48,239.0,574.7,0,0.0
SA,5201,BUSINESS,66,718.3,66,713.7,1,4.6,10.3,0,0.0
SA,5201,RESIDENTIAL,518,2922.88,504,2791.98,22,130.9,247.1,0,0.0
SA,5202,BUSINESS,29,463.6,29,463.6,0,0.0,0.0,0,0.0
SA,5202,RESIDENTIAL,206,1089.8,203,1011.1,10,78.7,103.3,0,0.0
SA,5203,BUSINESS,41,615.1,41,615.1,0,0.0,0.0,0,0.0
SA,5203,RESIDENTIAL,324,1467.63,315,1392.93,13,74.8,153.3,0,0.0
SA,5204,,12,64.3,11,61.8,1,2.5,6.5,0,0.0
SA,5204,BUSINESS,56,782.6,55,777.6,1,5.0,14.0,0,0.0
SA,5204,RESIDENTIAL,1383,6069.89,1346,5699.29,72,370.8,827.2,0,0.0
SA,5210,BUSINESS,55,613.6,55,613.6,0,0.0,0.0,0,0.0
SA,5210,RESIDENTIAL,475,2309.3,459,2215.9,19,93.3,233.8,0,0.0
SA,5211,,12,97.5,11,71.5,3,26.0,36.2,0,0.0
SA,5211,BUSINESS,236,2722.98,235,2717.98,1,5.0,14.0,0,0.0
SA,5211,RESIDENTIAL,4878,19245.62,4779,18362.42,164,883.2,1989.0,0,0.0
SA,5212,BUSINESS,45,506.35,44,491.75,2,14.6,33.7,0,0.0
SA,5212,RESIDENTIAL,774,2695.51,767,2616.71,14,78.9,156.1,0,0.0
SA,5213,BUSINESS,17,176.3,17,176.3,0,0.0,0.0,0,0.0
SA,5213,RESIDENTIAL,492,2186.39,482,2079.39,15,107.0,177.3,0,0.0
SA,5214,,13,89.7,13,89.7,0,0.0,0.0,0,0.0
SA,5214,BUSINESS,117,1336.1,115,1327.8,2,8.3,24.0,0,0.0
SA,5214,RESIDENTIAL,3229,12990.938,3191,12551.838,75,439.0,905.2,0,0.0
SA,5220,RESIDENTIAL,15,55.4,15,55.4,0,0.0,0.0,0,0.0
SA,5221,BUSINESS,10,92.2,10,92.2,0,0.0,0.0,0,0.0
SA,5221,RESIDENTIAL,107,491.1,107,486.5,1,4.6,13.3,0,0.0
SA,5222,BUSINESS,10,74.6,10,74.6,0,0.0,0.0,0,0.0
SA,5222,RESIDENTIAL,230,938.23,226,880.53,9,57.7,101.6,0,0.0
SA,5223,BUSINESS,76,868.2,76,868.2,0,0.0,0.0,0,0.0
SA,5223,RESIDENTIAL,678,3091.45,667,2928.35,26,163.1,328.3,0,0.0
SA,5231,BUSINESS,16,280.3,16,280.3,0,0.0,0.0,0,0.0
SA,5231,RESIDENTIAL,288,1445.39,280,1370.19,13,75.2,163.2,0,0.0
SA,5232,BUSINESS,15,202.5,15,202.5,0,0.0,0.0,0,0.0
SA,5232,RESIDENTIAL,90,481.165,90,471.165,1,10.0,19.6,0,0.0
SA,5233,BUSINESS,67,1039.11,67,1039.11,0,0.0,0.0,0,0.0
SA,5233,RESIDENTIAL,325,1727.63,311,1606.53,24,121.2,293.4,0,0.0
SA,5234,BUSINESS,29,415.5,29,410.5,1,5.0,10.3,0,0.0
SA,5234,RESIDENTIAL,310,1527.4,302,1470.6,12,56.7,149.3,0,0.0
SA,5235,BUSINESS,52,454.5,52,454.5,0,0.0,0.0,0,0.0
SA,5235,RESIDENTIAL,617,2784.732,604,2644.532,20,140.1,264.4,0,0.0
SA,5236,RESIDENTIAL,75,351.05,73,322.75,6,28.3,75.8,0,0.0
SA,5237,RESIDENTIAL,84,356.98,84,356.98,0,0.0,0.0,0,0.0
SA,5238,BUSINESS,102,1072.3,100,1052.3,3,20.0,39.6,0,0.0
SA,5238,RESIDENTIAL,1460,6677.11,1431,6424.11,44,253.0,525.3,0,0.0
SA,5240,BUSINESS,63,1340.8,63,1330.8,1,10.0,13.0,0,0.0
SA,5240,RESIDENTIAL,109,687.2,107,657.6,6,29.6,66.5,0,0.0
SA,5241,BUSINESS,56,993.2,56,988.6,1,4.6,12.5,0,0.0
SA,5241,RESIDENTIAL,500,2403.33,487,2300.53,21,102.8,258.9,0,0.0
SA,5242,BUSINESS,35,802.75,35,802.75,0,0.0,0.0,0,0.0
SA,5242,RESIDENTIAL,365,2071.2,348,1918.9,27,152.2,399.8,0,0.0
SA,5243,BUSINESS,30,435.1,30,435.1,0,0.0,0.0,0,0.0
SA,5243,RESIDENTIAL,192,1135.14,184,1075.84,12,59.4,144.6,0,0.0
SA,5244,BUSINESS,96,1534.2,94,1519.2,2,15.0,42.0,0,0.0
SA,5244,RESIDENTIAL,925,4759.65,904,4573.95,36,185.8,434.6,0,0.0
SA,5245,BUSINESS,74,880.4,74,880.4,0,0.0,0.0,0,0.0
SA,5245,RESIDENTIAL,677,3889.01,652,3602.51,45,286.5,580.1,0,0.0
SA,5250,BUSINESS,52,899.4,51,888.4,2,11.0,23.8,0,0.0
SA,5250,RESIDENTIAL,790,4014.26,774,3814.56,33,199.7,408.2,0,0.0
SA,5251,,36,343.2,35,283.2,7,60.0,86.0,0,0.0
SA,5251,BUSINESS,218,3872.33,215,3826.43,6,45.9,74.4,0,0.0
SA,5251,RESIDENTIAL,3707,20003.84,3538,18551.54,257,1452.5,3209.0,0,0.0
SA,5252,BUSINESS,25,500.4,24,495.4,1,5.0,14.0,0,0.0
SA,5252,RESIDENTIAL,1347,6595.49,1312,6156.49,63,439.1,789.6,0,0.0
SA,5253,BUSINESS,281,5049.05,281,5049.05,0,0.0,0.0,0,0.0
SA,5253,RESIDENTIAL,3878,18493.2,3779,17837.9,126,655.2,1595.2,0,0.0
SA,5254,BUSINESS,89,3296.6,89,3296.6,0,0.0,0.0,0,0.0
SA,5254,RESIDENTIAL,649,3193.35,634,3039.75,26,153.6,326.9,0,0.0
SA,5255,BUSINESS,181,3125.7,180,3115.7,1,10.0,28.0,0,0.0
SA,5255,RESIDENTIAL,2393,11865.43,2331,11263.13,103,602.3,1244.7,0,0.0
SA,5256,BUSINESS,26,325.8,26,325.8,0,0.0,0.0,0,0.0
SA,5256,RESIDENTIAL,489,2134.7,486,2000.4,19,134.4,215.6,0,0.0
SA,5259,BUSINESS,86,1296.5,86,1282.7,3,13.8,29.3,0,0.0
SA,5259,RESIDENTIAL,678,3036.62,673,2973.32,12,63.4,156.2,0,0.0
SA,5260,RESIDENTIAL,65,294.5,63,282.1,3,12.5,23.3,0,0.0
SA,5261,RESIDENTIAL,64,309.0,62,299.0,2,10.0,28.0,0,0.0
SA,5262,BUSINESS,18,248.8,18,248.8,0,0.0,0.0,0,0.0
SA,5262,RESIDENTIAL,68,383.8,67,358.9,3,24.9,48.4,0,0.0
SA,5263,BUSINESS,21,392.5,21,383.3,1,9.2,20.6,0,0.0
SA,5263,RESIDENTIAL,25,144.7,24,130.5,2,14.2,30.9,0,0.0
SA,5264,BUSINESS,51,620.1,51,620.1,0,0.0,0.0,0,0.0
SA,5264,RESIDENTIAL,294,1412.899,292,1376.399,8,36.5,106.2,0,0.0
SA,5265,BUSINESS,15,133.3,15,133.3,0,0.0,0.0,0,0.0
SA,5265,RESIDENTIAL,77,405.6,73,370.4,6,35.2,80.4,0,0.0
SA,5266,BUSINESS,39,385.7,39,375.7,2,10.0,22.9,0,0.0
SA,5266,RESIDENTIAL,101,506.2,101,506.2,0,0.0,0.0,0,0.0
SA,5267,BUSINESS,98,1067.3,98,1067.3,0,0.0,0.0,0,0.0
SA,5267,RESIDENTIAL,363,1912.9,359,1873.7,7,39.2,97.0,0,0.0
SA,5268,BUSINESS,124,1351.0,124,1331.0,1,20.0,12.6,0,0.0
SA,5268,RESIDENTIAL,650,3606.84,640,3141.84,35,465.0,462.8,0,0.0
SA,5269,RESIDENTIAL,54,317.6,51,266.6,5,51.0,57.4,0,0.0
SA,5270,BUSINESS,23,419.7,23,419.7,0,0.0,0.0,0,0.0
SA,5270,RESIDENTIAL,134,664.1,133,652.1,3,12.1,23.5,0,0.0
SA,5271,BUSINESS,204,2701.32,203,2696.32,1,5.0,14.0,0,0.0
SA,5271,RESIDENTIAL,1231,6935.2,1186,6562.5,67,372.7,859.0,0,0.0
SA,5272,BUSINESS,45,455.4,45,455.4,0,0.0,0.0,0,0.0
SA,5272,RESIDENTIAL,115,633.98,112,582.78,8,51.2,73.1,0,0.0
SA,5273,RESIDENTIAL,10,48.8,10,48.8,0,0.0,0.0,0,0.0
SA,5275,BUSINESS,67,612.1,67,593.7,2,18.4,27.4,0,0.0
SA,5275,RESIDENTIAL,548,2761.8,542,2660.3,18,101.6,201.2,0,0.0
SA,5276,BUSINESS,68,793.4,68,793.4,0,0.0,0.0,0,0.0
SA,5276,RESIDENTIAL,330,1735.64,322,1677.94,12,57.7,153.9,0,0.0
SA,5277,BUSINESS,68,1018.1,67,1015.6,1,2.5,10.0,0,0.0
SA,5277,RESIDENTIAL,437,2310.7,429,2140.5,23,170.2,266.2,0,0.0
SA,5278,RESIDENTIAL,88,486.2,87,403.6,5,82.6,56.5,0,0.0
SA,5279,BUSINESS,10,81.6,10,81.6,0,0.0,0.0,0,0.0
SA,5279,RESIDENTIAL,84,444.89,84,415.69,3,29.2,31.4,0,0.0
SA,5280,BUSINESS,108,1145.7,108,1125.7,1,20.0,9.6,0,0.0
SA,5280,RESIDENTIAL,1397,7912.15,1381,6732.15,134,1180.1,1570.1,0,0.0
SA,5290,BUSINESS,220,3972.4,219,3969.1,1,3.3,10.0,0,0.0
SA,5290,RESIDENTIAL,2688,13658.75,2616,12383.55,205,1275.3,2314.2,0,0.0
SA,5291,BUSINESS,167,2515.9,167,2462.2,9,53.8,93.5,0,0.0
SA,5291,RESIDENTIAL,1564,9315.24,1520,8461.44,131,854.3,1610.2,0,0.0
SA,5301,BUSINESS,31,219.0,30,209.0,1,10.0,13.0,0,0.0
SA,5301,RESIDENTIAL,106,547.1,104,489.9,7,57.2,88.3,0,0.0
SA,5302,BUSINESS,40,298.0,40,298.0,0,0.0,0.0,0,0.0
SA,5302,RESIDENTIAL,163,793.8,161,783.8,2,10.0,24.3,0,0.0
SA,5303,RESIDENTIAL,38,234.2,38,234.2,0,0.0,0.0,0,0.0
SA,5304,BUSINESS,33,272.1,33,272.1,0,0.0,0.0,0,0.0
SA,5304,RESIDENTIAL,109,509.2,107,499.2,2,10.0,28.0,0,0.0
SA,5306,RESIDENTIAL,12,69.6,12,64.6,1,5.0,6.5,0,0.0
SA,5307,BUSINESS,22,220.2,22,220.2,0,0.0,0.0,0,0.0
SA,5307,RESIDENTIAL,138,637.9,137,597.9,4,40.0,52.9,0,0.0
SA,5308,RESIDENTIAL,28,135.3,28,135.3,0,0.0,0.0,0,0.0
SA,5309,RESIDENTIAL,23,138.7,22,118.7,4,20.0,53.2,0,0.0
SA,5311,BUSINESS,16,268.0,16,268.0,0,0.0,0.0,0,0.0
SA,5311,RESIDENTIAL,64,296.3,64,296.3,0,0.0,0.0,0,0.0
SA,5320,BUSINESS,31,621.4,30,611.4,1,10.0,19.6,0,0.0
SA,5320,RESIDENTIAL,311,1612.92,305,1554.82,11,58.1,127.1,0,0.0
SA,5321,BUSINESS,12,337.0,12,337.0,0,0.0,0.0,0,0.0
SA,5321,RESIDENTIAL,109,721.6,108,704.6,3,17.0,36.8,0,0.0
SA,5322,BUSINESS,29,1677.6,29,1677.6,0,0.0,0.0,0,0.0
SA,5322,RESIDENTIAL,269,1483.98,266,1436.48,7,47.5,100.1,0,0.0
SA,5330,BUSINESS,133,2047.9,133,2047.9,0,0.0,0.0,0,0.0
SA,5330,RESIDENTIAL,782,4284.4,773,4149.3,19,135.1,268.4,0,0.0
SA,5331,BUSINESS,15,266.7,15,266.7,0,0.0,0.0,0,0.0
SA,5331,RESIDENTIAL,90,492.6,89,467.6,2,25.0,23.6,0,0.0
SA,5332,BUSINESS,11,339.4,11,339.4,0,0.0,0.0,0,0.0
SA,5332,RESIDENTIAL,110,793.08,109,747.08,3,46.0,34.5,0,0.0
SA,5333,BUSINESS,157,3935.6,157,3915.6,1,20.0,9.6,0,0.0
SA,5333,RESIDENTIAL,1422,7560.85,1409,7084.25,38,476.5,442.0,0,0.0
SA,5340,BUSINESS,31,2839.1,31,2839.1,0,0.0,0.0,0,0.0
SA,5340,RESIDENTIAL,326,2031.3,319,1988.4,9,42.9,117.1,0,0.0
SA,5341,BUSINESS,201,4861.54,199,4851.54,2,10.0,28.0,0,0.0
SA,5341,RESIDENTIAL,1679,9823.74,1645,9597.44,44,226.3,592.9,0,0.0
SA,5342,BUSINESS,44,2000.8,44,2000.8,0,0.0,0.0,0,0.0
SA,5342,RESIDENTIAL,286,1665.4,283,1645.4,4,20.0,56.0,0,0.0
SA,5343,BUSINESS,144,2593.4,144,2593.4,0,0.0,0.0,0,0.0
SA,5343,RESIDENTIAL,962,5262.14,950,5157.34,18,104.8,233.6,0,0.0
SA,5344,BUSINESS,31,444.6,31,444.6,0,0.0,0.0,0,0.0
SA,5344,RESIDENTIAL,253,1466.92,253,1432.02,3,34.9,46.1,0,0.0
SA,5345,BUSINESS,88,1098.8,88,1089.6,1,9.2,26.7,0,0.0
SA,5345,RESIDENTIAL,848,4556.52,837,4414.02,20,142.4,255.3,0,0.0
SA,5346,RESIDENTIAL,77,412.76,76,407.76,1,5.0,14.0,0,0.0
SA,5350,BUSINESS,12,286.7,12,286.7,0,0.0,0.0,0,0.0
SA,5350,RESIDENTIAL,146,839.3,142,796.3,7,43.0,89.1,0,0.0
SA,5351,BUSINESS,62,613.3,61,608.3,1,5.0,14.0,0,0.0
SA,5351,RESIDENTIAL,1443,7249.54,1402,6899.54,62,350.2,741.9,0,0.0
SA,5352,BUSINESS,150,2877.3,148,2862.3,2,15.0,42.0,0,0.0
SA,5352,RESIDENTIAL,1196,5798.059,1159,5479.959,62,318.0,778.4,0,0.0
SA,5353,BUSINESS,113,1687.4,111,1512.5,5,175.0,164.9,0,0.0
SA,5353,RESIDENTIAL,900,4433.8,882,4197.1,36,236.7,449.2,0,0.0
SA,5354,BUSINESS,16,104.5,15,99.5,1,5.0,14.0,0,0.0
SA,5354,RESIDENTIAL,126,564.1,125,559.1,1,5.0,14.0,0,0.0
SA,5355,BUSINESS,157,3197.9,156,3184.1,1,13.8,17.1,0,0.0
SA,5355,RESIDENTIAL,1898,9062.55,1854,8641.95,73,420.9,893.9,0,0.0
SA,5356,BUSINESS,17,152.3,17,152.3,0,0.0,0.0,0,0.0
SA,5356,RESIDENTIAL,158,704.52,155,673.32,4,31.2,47.3,0,0.0
SA,5357,BUSINESS,33,2206.23,33,2206.23,0,0.0,0.0,0,0.0
SA,5357,RESIDENTIAL,176,810.4,173,797.9,3,12.5,38.0,0,0.0
SA,5360,BUSINESS,14,206.3,14,206.3,0,0.0,0.0,0,0.0
SA,5360,RESIDENTIAL,254,1209.25,250,1178.65,7,30.6,83.1,0,0.0
SA,5371,BUSINESS,29,475.4,29,475.4,0,0.0,0.0,0,0.0
SA,5371,RESIDENTIAL,313,1554.32,308,1505.12,10,49.2,119.8,0,0.0
SA,5372,BUSINESS,19,189.9,19,189.9,0,0.0,0.0,0,0.0
SA,5372,RESIDENTIAL,572,2972.42,555,2812.02,29,160.4,337.9,0,0.0
SA,5373,BUSINESS,56,673.3,56,658.3,2,15.0,29.4,0,0.0
SA,5373,RESIDENTIAL,824,3606.3,800,3398.5,39,207.8,481.4,0,0.0
SA,5374,BUSINESS,51,478.1,51,473.1,1,5.0,6.5,0,0.0
SA,5374,RESIDENTIAL,321,1768.56,311,1524.96,33,243.7,384.5,0,0.0
SA,5381,BUSINESS,14,87.8,14,87.8,0,0.0,0.0,0,0.0
SA,5381,RESIDENTIAL,86,327.0,84,317.4,2,9.6,26.3,0,0.0
SA,5400,BUSINESS,12,121.4,12,121.4,0,0.0,0.0,0,0.0
SA,5400,RESIDENTIAL,222,1158.69,217,1119.19,8,39.6,95.5,0,0.0
